10250.0;HANAR;N/A;41.0;7.7;7.7;10.0;0.0;4
10250.0;HANAR;N/A;51.0;42.4;42.396;35.0;0.15;4
10250.0;HANAR;N/A;65.0;16.8;16.79;15.0;0.15;4
10253.0;HANAR;N/A;31.0;10.0;10;20.0;0.0;6
10253.0;HANAR;N/A;39.0;14.4;14.4;42.0;0.0;6
10253.0;HANAR;N/A;49.0;16.0;16;40.0;0.0;6
10254.0;CHOPS;N/A;24.0;3.6;3.59;15.0;0.15;12
10254.0;CHOPS;N/A;55.0;19.2;19.193;21.0;0.15;12
10254.0;CHOPS;N/A;74.0;8.0;8;21.0;0.0;12
10257.0;HILAA;N/A;27.0;35.1;35.1;25.0;0.0;6
10257.0;HILAA;N/A;39.0;14.4;14.4;6.0;0.0;6
10257.0;HILAA;N/A;77.0;10.4;10.4;15.0;0.0;6
10267.0;FRANK;N/A;40.0;14.7;14.7;50.0;0.0;8
10267.0;FRANK;N/A;59.0;44.0;43.998;70.0;0.15;8
10267.0;FRANK;N/A;76.0;14.4;14.39;15.0;0.15;8
10268.0;GROSR;N/A;29.0;99.0;99;10.0;0.0;3
10268.0;GROSR;N/A;72.0;27.8;27.8;4.0;0.0;3
10275.0;MAGAA;N/A;24.0;3.6;3.596;12.0;0.05;2
10275.0;MAGAA;N/A;59.0;44.0;43.992;6.0;0.05;2
10277.0;MORGK;N/A;28.0;36.4;36.4;20.0;0.0;4
10277.0;MORGK;N/A;62.0;39.4;39.4;12.0;0.0;4
10279.0;LEHMS;N/A;17.0;31.2;31.183;15.0;0.25;3
10283.0;LILAS;N/A;15.0;12.4;12.4;20.0;0.0;7
10283.0;LILAS;N/A;19.0;7.3;7.3;18.0;0.0;7
10283.0;LILAS;N/A;60.0;27.2;27.2;35.0;0.0;7
10283.0;LILAS;N/A;72.0;27.8;27.8;3.0;0.0;7
10284.0;LEHMS;N/A;27.0;35.1;35.083;15.0;0.25;8
10284.0;LEHMS;N/A;44.0;15.5;15.5;21.0;0.0;8
10284.0;LEHMS;N/A;60.0;27.2;27.188;20.0;0.25;8
10284.0;LEHMS;N/A;67.0;11.2;11.15;5.0;0.25;8
10296.0;LILAS;N/A;11.0;16.8;16.8;12.0;0.0;8
10296.0;LILAS;N/A;16.0;13.9;13.9;30.0;0.0;8
10296.0;LILAS;N/A;69.0;28.8;28.8;15.0;0.0;8
10298.0;HUNGO;N/A;2.0;15.2;15.2;40.0;0.0;6
10298.0;HUNGO;N/A;36.0;15.2;15.194;40.0;0.25;6
10298.0;HUNGO;N/A;59.0;44.0;43.992;30.0;0.25;6
10298.0;HUNGO;N/A;62.0;39.4;39.4;15.0;0.0;6
10300.0;MAGAA;N/A;66.0;13.6;13.6;30.0;0.0;9
10300.0;MAGAA;N/A;68.0;10.0;10;20.0;0.0;9
10303.0;GODOS;N/A;40.0;14.7;14.698;40.0;0.1;7
10303.0;GODOS;N/A;65.0;16.8;16.797;30.0;0.1;7
10303.0;GODOS;N/A;68.0;10.0;9.993;15.0;0.1;7
10307.0;LONEP;N/A;62.0;39.4;39.4;10.0;0.0;8
10307.0;LONEP;N/A;68.0;10.0;10;3.0;0.0;8
10309.0;HUNGO;N/A;4.0;17.6;17.6;20.0;0.0;34
10309.0;HUNGO;N/A;6.0;20.0;20;30.0;0.0;34
10309.0;HUNGO;N/A;42.0;11.2;11.2;2.0;0.0;34
10309.0;HUNGO;N/A;43.0;36.8;36.8;20.0;0.0;34
10309.0;HUNGO;N/A;71.0;17.2;17.2;3.0;0.0;34
10315.0;ISLAT;N/A;34.0;11.2;11.2;14.0;0.0;7
10315.0;ISLAT;N/A;70.0;12.0;12;30.0;0.0;7
10317.0;LONEP;N/A;1.0;14.4;14.4;20.0;0.0;10
10318.0;ISLAT;N/A;41.0;7.7;7.7;20.0;0.0;3
10318.0;ISLAT;N/A;76.0;14.4;14.4;6.0;0.0;3
10321.0;ISLAT;N/A;35.0;14.4;14.4;10.0;0.0;8
10323.0;KOENE;N/A;15.0;12.4;12.4;5.0;0.0;7
10323.0;KOENE;N/A;25.0;11.2;11.2;4.0;0.0;7
10323.0;KOENE;N/A;39.0;14.4;14.4;4.0;0.0;7
10325.0;KOENE;N/A;6.0;20.0;20;6.0;0.0;5
10325.0;KOENE;N/A;13.0;4.8;4.8;12.0;0.0;5
10325.0;KOENE;N/A;14.0;18.6;18.6;9.0;0.0;5
10325.0;KOENE;N/A;31.0;10.0;10;4.0;0.0;5
10325.0;KOENE;N/A;72.0;27.8;27.8;40.0;0.0;5
10328.0;FURIB;N/A;59.0;44.0;44;9.0;0.0;3
10328.0;FURIB;N/A;65.0;16.8;16.8;40.0;0.0;3
10328.0;FURIB;N/A;68.0;10.0;10;10.0;0.0;3
10330.0;LILAS;N/A;26.0;24.9;24.897;50.0;0.15;12
