-25;27.09.2007;0.40;46.67;0;0.12225805375270826;20:20;31-12-2007 23:59;delimited
-7;04.09.2007;0.16;46.67;1;0.6050499356242149;20:20;31-12-2007 23:59;delimited
-67;23.09.2007;0.01;46.67;2;0.14121442724720246;20:20;31-12-2007 23:59;delimited
-32;05.09.2007;0.51;46.67;3;-0.35855203565083094;20:20;31-12-2007 23:59;delimited
48;24.09.2007;0.37;46.67;4;0.6172727897428629;20:20;31-12-2007 23:59;delimited
99;25.09.2007;0.64;46.67;5;-0.47947781089983876;20:20;31-12-2007 23:59;delimited
-53;03.09.2007;0.33;46.67;6;-0.4145548953065732;20:20;31-12-2007 23:59;delimited
45;09.09.2007;0.34;;7;0.9774449902751199;20:20;31-12-2007 23:59;delimited
93;08.09.2007;;46.67;8;0.452860848632038;20:20;31-12-2007 23:59;delimited
-25;01.09.2007;0.12;46.67;9;0.44708676388054003;20:20;31-12-2007 23:59;delimited
-76;24.09.2007;0.74;46.67;10;0.5337190227741291;20:20;31-12-2007 23:59;delimited
-93;11.09.2007;0.67;46.67;11;-0.46469176791725597;20:20;31-12-2007 23:59;delimited
37;09.09.2007;0.43;46.67;12;0.21668674238007002;20:20;31-12-2007 23:59;delimited
73;02.09.2007;0.38;46.67;13;0.4547305098652801;20:20;;delimited
-74;11.09.2007;0.10;46.67;;-0.9461936697007101;;31-12-2007 23:59;delimited
-28;04.09.2007;0.69;46.67;15;0.9640452453696455;20:20;31-12-2007 23:59;delimited
-4;16.09.2007;0.88;46.67;16;-0.4400259891412619;20:20;31-12-2007 23:59;delimited
80;25.09.2007;0.59;46.67;17;0.8499271291447834;20:20;31-12-2007 23:59;delimited
-69;21.09.2007;0.65;46.67;18;0.012052115616229209;20:20;31-12-2007 23:59;delimited
84;02.09.2007;;46.67;19;0.4906117008301536;20:20;31-12-2007 23:59;delimited
-52;13.09.2007;0.09;46.67;20;0.03667767362412033;20:20;31-12-2007 23:59;delimited
-69;12.09.2007;0.89;;21;0.5402003461664744;20:20;31-12-2007 23:59;delimited
26;04.09.2007;0.86;46.67;23;-0.724170061526201;20:20;31-12-2007 23:59;delimited
-50;18.09.2007;0.96;46.67;24;0.27275560657402975;20:20;31-1-2007 23:59;delimited
-6;22.09.2007;0.65;46.67;25;-0.08078106499511795;20:20;31-12-2007 23:59;delimited
90;12.09.2007;0.18;46.67;26;0.625249096523991;20:20;31-12-2007 23:59;delimited
-85;08.09.2007;0.89;46.67;27;0.39255806968792784;20:20;31-12-2007 23:59;delimited
-19;27.09.2007;0.79;46.67;28;0.4784240929602044;20:20;31-12-2007 23:59;delimited
37;29.09.2007;0.24;46.67;29;-0.009217246545891955;;31-12-2007 23:59;delimited
22;29.09.2007;;46.67;30;-0.7853641182415658;20:20;31-12-2007 23:59;delimited
76;23.09.2007;0.28;46.67;31;0.7452780362771605;20:20;31-12-2007 23:59;delimited
-70;08.09.2007;0.72;46.67;32;-0.9082675827811657;20:20;31-12-2007 23:59;delimited
67;03.09.2007;0.90;46.67;;-0.6858224847945467;20:20;31-12-2007 23:59;delimited
32;28.09.2007;0.57;46.67;34;-0.5279630360316749;20:20;31-12-2007 23:59;delimited
87;21.09.2007;0.39;;35;0.1847957849925812;;31-12-2007 23:59;delimited
-91;26.09.2007;0.75;46.67;36;-0.5545038733651664;20:20;31-12-2007 23:59;delimited
86;06.09.2007;;46.67;37;-0.02274248741180651;20:20;31-12-2007 23:59;delimited
89;27.09.2007;0.49;6.67;38;-0.11394454178928126;20:20;31-12-2007 23:59;delimited
77;27.09.2007;0.98;46.67;39;-0.8616149082869118;20:20;31-12-2007 23:59;delimited
20;03.09.2007;0.56;46.67;40;0.4803248752756022;20:20;31-12-2007 23:59;delimited
-55;01.09.2007;0.01;46.67;;-0.18509226473714802;20:20;31-12-2007 23:59;delimited
-67;25.09.2007;0.04;46.67;42;-0.23240313924252587;20:20;31-12-2007 23:59;delimited
5;13.09.2007;0.58;46.67;43;-0.8049459339277896;20:20;31-12-2007 23:59;delimited
-18;12.09.2007;0.03;46.67;44;0.7302794290825501;20:20;31-12-2007 23:59;delimited
43;28.09.2007;0.89;46.67;45;0.1075913469064338;20:20;31-12-2007 23:59;delimited
13;06.09.2007;0.13;4.67;46;0.9738069685031998;20:20;31-12-2007 23:59;delimited
15;12.09.2007;0.96;46.67;47;-0.8326266642938502;20:20;31-12-2007 23:59;delimited
27;05.09.2007;;46.67;48;-0.964909228458346;20:20;31-12-2007 23:59;delimited
-24;26.09.2007;0.37;46.67;49;-0.7435406145887273;20:20;31-12-2007 23:59;delimited
-6;21.09.2007;0.35;46.67;50;0.858572383239967;20:20;31-12-2007 23:59;delimited
-66;28.09.2007;0.40;46.67;51;-0.37013252525502405;20:20;31-12-2007 23:59;delimited
1;04.09.2007;0.80;46.67;52;0.9789418314736851;20:20;31-12-2007 23:59;delimited
70;22.09.2007;0.90;46.67;53;-0.5649766726525829;;31-12-2007 23:59;delimited
-97;13.09.2007;0.27;46.7;54;-0.5504164439046892;20:20;31-12-2007 23:59;delimited
36;25.09.2007;0.14;46.67;55;0.9339684695529182;20:20;31-12-2007 23:59;delimited
99;26.09.2007;0.08;46.67;56;0.055811967054562706;20:20;;delimited
-79;23.09.2007;;46.67;57;-0.782610332677627;20:20;31-12-2007 23:59;delimited
1;07.09.2007;0.78;46.67;58;-0.1480397917792564;20:20;31-12-2007 23:59;delimited
-9;04.09.2007;0.51;46.67;59;-0.30046816733463877;20:20;31-12-2007 23:59;delimited
72;11.09.2007;0.34;46.67;;0.561383326897317;20:20;31-12-2007 23:59;delimited
-96;12.09.2007;0.29;46.67;61;-0.8169423701747123;20:20;31-12-2007 23:59;delimited
-97;01.09.2007;0.02;46.67;62;0.8784393214458757;20:20;31-12-2007 23:59;delimited
-31;04.09.2007;0.27;46.6;63;0.7829153500213828;20:20;31-12-2007 23:59;delimited
87;27.09.2007;0.75;46.67;64;-0.7884897048102748;20:20;1-12-2007 23:59;delimited
72;29.09.2007;0.25;46.67;65;-0.5017213126477671;;31-12-2007 23:59;delimited
18;28.09.2007;;46.67;66;0.9061257436016303;20:20;31-12-2007 23:59;delimited
-98;22.09.2007;0.74;46.67;67;-0.2783800898511257;20:20;31-12-2007 23:59;delimited
-55;13.09.2007;0.71;46.67;68;0.48725129073071605;20:20;31-12-2007 23:59;delimited
-53;21.09.2007;0.20;46.67;69;0.47397927062057477;20:20;31-12-2007 23:59;delimited
-23;21.09.2007;0.45;;70;-0.040195053423448535;20:20;31-12-2007 23:59;delimited
33;19.09.2007;0.00;46.67;71;0.6554934732846818;20:20;31-12-2007 23:59;delimited
42;20.09.2007;0.75;46.67;72;0.706462904964386;20:20;31-12-2007 23:59;delimited
76;11.09.2007;0.08;46.67;73;-0.8997546851332361;20:20;31-12-2007 23:59;delimited
61;23.09.2007;0.96;46.67;74;-0.9781812731322495;20:20;31-12-2007 23:59;delimited
80;29.09.2007;0.90;46.67;75;0.72449697357165;20:20;31-12-2007 23:59;delimited
51;17.09.2007;0.61;46.67;76;-0.1780433676686355;20:20;31-12-2007 23:59;delimited
92;20.09.2007;;46.67;77;0.5573698194192793;20:20;31-12-2007 23:59;delimited
60;18.09.2007;0.82;46.67;78;-0.43149691133272805;20:20;31-12-2007 23:59;delimited
94;19.09.2007;0.25;46.67;79;-0.0569671462643917;20:20;31-12-2007 23:59;delimited
60;03.09.2007;0.32;46.67;80;-0.0537819113705984;20:20;31-12-2007 23:59;delimited
-38;12.09.2007;0.91;46.67;138;-0.2965374288194609;20:20;;delimited
-59;17.09.2007;0.10;6.67;139;0.3331888608268374;20:20;31-12-2007 23:59;delimited
-79;08.09.2007;0.69;46.67;140;-0.449163571188002;20:20;31-12-2007 23:59;delimited
