1;2004-01-27;7888;313.24;25.84;339.08;659
2;2004-01-01;4858;54.90;4.53;59.43;5549
3;2004-01-17;15399;160.10;13.21;173.31;1416
4;2004-01-28;17019;106.67;8.80;115.47;8
5;2004-01-09;14771;256.00;21.12;277.12;2980
6;2004-01-11;13734;382.59;31.56;414.15;1481
7;2004-01-05;17622;256.44;21.16;277.60;585
8;2004-01-18;8331;67.85;5.60;73.45;92
9;2004-01-06;14902;29.82;2.46;32.28;3878
10;2004-01-18;15112;20.78;1.71;22.49;2833
11;2004-01-31;1082;348.22;28.73;376.95;1863
12;2004-01-19;3608;65.26;5.38;70.64;3125
13;2004-01-17;15146;121.72;10.04;131.76;6717
14;2004-01-28;1540;259.89;21.44;281.33;2349
15;2004-01-03;12662;89.47;7.38;96.85;3433
16;2004-01-14;65;137.98;11.38;149.36;1683
17;2004-01-21;12753;138.85;11.46;150.31;2392
18;2004-01-23;4045;368.37;30.39;398.76;168
19;2004-01-25;5768;131.86;10.88;142.74;1379
20;2004-01-06;8730;383.46;31.64;415.10;196
21;2004-01-06;5479;345.84;28.53;374.37;1788
22;2004-01-26;14486;71.29;5.88;77.17;2793
23;2004-01-11;18638;363.40;29.98;393.38;269
24;2004-01-12;5766;132.56;10.94;143.50;487
25;2004-01-19;5310;263.50;21.74;285.24;1513
26;2004-01-31;6765;359.03;29.62;388.65;5456
27;2004-01-10;2294;346.22;28.56;374.78;5278
28;2004-01-02;1069;183.09;15.10;198.19;2529
29;2004-01-08;16597;28.04;2.31;30.35;133
30;2004-01-15;4510;330.71;27.28;357.99;3395
31;2004-01-08;15566;250.39;20.66;271.05;2884
32;2004-01-18;292;152.09;12.55;164.64;451
33;2004-01-22;6240;258.36;21.31;279.67;2705
34;2004-01-20;12854;207.41;17.11;224.52;4110
35;2004-01-06;12380;280.13;23.11;303.24;14
36;2004-01-28;3726;62.86;5.19;68.05;3466
37;2004-01-08;18532;220.58;18.20;238.78;259
38;2004-01-15;3340;318.20;26.25;344.45;501
39;2004-01-16;970;325.75;26.87;352.62;7304
40;2004-01-18;16259;233.08;19.23;252.31;871
41;2004-01-23;9258;175.43;14.47;189.90;1127
42;2004-01-29;5152;304.65;25.13;329.78;4514
43;2004-01-21;11927;23.55;1.94;25.49;1340
44;2004-01-16;15905;255.61;21.09;276.70;9748
45;2004-01-20;3525;50.67;4.18;54.85;6257
46;2004-01-29;2018;245.70;20.27;265.97;3627
47;2004-01-14;5864;97.63;8.05;105.68;4353
48;2004-01-24;16067;279.49;23.06;302.55;2123
49;2004-01-28;18911;22.41;1.85;24.26;274
50;2004-01-07;10453;160.40;13.23;173.63;29
51;2004-01-07;15185;103.25;8.52;111.77;1370
52;2004-01-17;16427;383.59;31.65;415.24;216
53;2004-01-29;868;33.77;2.79;36.56;302
54;2004-01-15;15146;311.01;25.66;336.67;737
55;2004-01-24;18452;38.57;3.18;41.75;6622
56;2004-01-15;8688;261.62;21.58;283.20;695
57;2004-01-04;17614;232.98;19.22;252.20;2141
58;2004-01-24;2442;15.31;1.26;16.57;4701
59;2004-01-03;15606;314.38;25.94;340.32;4164
60;2004-01-26;11554;368.63;30.41;399.04;536
61;2004-01-26;7747;298.92;24.66;323.58;1210
62;2004-01-06;13335;125.20;10.33;135.53;6193
63;2004-01-15;5407;79.89;6.59;86.48;1397
64;2004-01-05;5893;224.41;18.51;242.92;1986
65;2004-01-09;1536;352.01;29.04;381.05;677
66;2004-01-21;2014;130.29;10.75;141.04;1255
67;2004-01-10;4489;98.43;8.12;106.55;204
68;2004-01-09;16173;260.20;21.47;281.67;7942
69;2004-01-13;3870;335.20;27.65;362.85;2376
70;2004-01-15;12808;286.84;23.66;310.50;8681
71;2004-01-16;8529;137.41;11.34;148.75;3435
72;2004-01-28;19733;208.51;17.20;225.71;1991
73;2004-01-12;2807;170.63;14.08;184.71;5851
74;2004-01-04;17382;63.73;5.26;68.99;2251
75;2004-01-25;12456;29.46;2.43;31.89;889
76;2004-01-15;7691;143.30;11.82;155.12;4931
77;2004-01-23;7011;348.82;28.78;377.60;4068
78;2004-01-01;19921;145.50;12.00;157.50;1989
79;2004-01-09;10955;62.09;5.12;67.21;1810
80;2004-01-12;12310;206.96;17.07;224.03;1439
81;2004-01-08;13507;289.60;23.89;313.49;7846
82;2004-01-07;7706;311.14;25.67;336.81;655
83;2004-01-17;4940;89.86;7.41;97.27;1652
84;2004-01-20;5329;85.90;7.09;92.99;232
85;2004-01-31;13076;257.81;21.27;279.08;205
86;2004-01-25;2777;282.12;23.27;305.39;442
87;2004-01-04;3345;310.36;25.60;335.96;3177
88;2004-01-25;17189;129.08;10.65;139.73;2314
89;2004-01-29;2284;0.02;0.00;0.02;675
90;2004-01-21;9578;285.28;23.54;308.82;5556
91;2004-01-04;2023;234.00;19.30;253.31;2044
92;2004-01-24;19791;102.60;8.46;111.06;1185
93;2004-01-26;7879;277.00;22.85;299.85;1877
94;2004-01-02;18507;227.24;18.75;245.99;5400
95;2004-01-04;5134;355.34;29.32;384.66;169
96;2004-01-23;931;387.69;31.98;419.67;5534
97;2004-01-17;4986;258.74;21.35;280.09;5639
98;2004-01-13;9623;33.76;2.79;36.55;118
99;2004-01-17;7907;395.80;32.65;428.45;240
100;2004-01-13;11368;22.17;1.83;24.00;4501
101;2004-01-02;10792;131.74;10.87;142.61;2071
102;2004-01-21;14140;373.28;30.80;404.08;4639
103;2004-01-16;8779;104.76;8.64;113.40;2995
104;2004-01-25;17236;245.22;20.23;265.45;4723
105;2004-01-31;10381;245.31;20.24;265.55;80
106;2004-01-19;7022;194.19;16.02;210.21;3100
107;2004-01-02;16437;142.47;11.75;154.22;47
108;2004-01-22;10804;249.20;20.56;269.76;255
109;2004-01-17;18937;317.51;26.19;343.70;2522
110;2004-01-23;10107;200.01;16.50;216.51;4784
111;2004-01-24;1041;71.59;5.91;77.50;1064
112;2004-01-12;12608;120.89;9.97;130.86;3504
113;2004-01-04;13955;303.91;25.07;328.98;6659
114;2004-01-04;16702;185.09;15.27;200.36;2344
115;2004-01-24;5352;130.68;10.78;141.46;3044
116;2004-01-22;3929;59.96;4.95;64.91;240
117;2004-01-06;17259;380.83;31.42;412.25;5975
118;2004-01-26;18326;231.99;19.14;251.13;7149
119;2004-01-06;16458;343.80;28.36;372.16;5143
120;2004-01-21;16542;40.58;3.35;43.93;2834
121;2004-01-19;3318;390.72;32.23;422.95;5188
122;2004-01-12;19640;18.00;1.49;19.48;5666
123;2004-01-07;6946;184.31;15.21;199.52;614
124;2004-01-15;2652;372.27;30.71;402.98;216
125;2004-01-27;19913;363.88;30.02;393.90;3768
126;2004-01-29;16933;132.88;10.96;143.84;7589
127;2004-01-04;5824;229.24;18.91;248.15;7726
128;2004-01-05;12742;198.31;16.36;214.67;1520
129;2004-01-05;17278;159.63;13.17;172.80;1855
130;2004-01-06;5159;179.61;14.82;194.43;2615
131;2004-01-01;351;81.68;6.74;88.42;671
132;2004-01-27;19182;285.01;23.51;308.52;1260
133;2004-01-04;9124;395.35;32.62;427.97;5193
134;2004-01-14;6511;37.97;3.13;41.10;690
135;2004-01-28;14524;339.95;28.05;368.00;72
136;2004-01-06;952;374.12;30.86;404.98;2983
137;2004-01-25;10156;79.85;6.59;86.44;2494
138;2004-01-30;5066;63.21;5.21;68.42;169
139;2004-01-21;2176;368.20;30.38;398.58;2215
140;2004-01-16;13554;34.43;2.84;37.27;6045
141;2004-01-28;1060;20.75;1.71;22.46;1708
142;2004-01-03;971;220.68;18.21;238.89;3165
143;2004-01-26;10315;201.99;16.66;218.65;43
144;2004-01-23;13220;135.58;11.19;146.77;706
145;2004-01-19;123;19.98;1.65;21.63;4758
146;2004-01-29;9986;269.66;22.25;291.91;248
147;2004-01-16;5657;120.11;9.91;130.02;2509
148;2004-01-17;16216;362.04;29.87;391.91;247
149;2004-01-19;8933;24.83;2.05;26.88;3753
150;2004-01-24;17457;122.95;10.14;133.09;450
151;2004-01-30;663;239.52;19.76;259.28;248
152;2004-01-06;18206;275.81;22.75;298.56;7460
153;2004-01-18;11606;69.30;5.72;75.02;7585
154;2004-01-09;8154;226.65;18.70;245.35;500
155;2004-01-26;13131;39.01;3.22;42.23;1411
156;2004-01-16;19505;126.78;10.46;137.24;1835
157;2004-01-05;4730;300.02;24.75;324.77;32
158;2004-01-15;17109;192.95;15.92;208.87;419
159;2004-01-24;8495;25.18;2.08;27.26;1092
160;2004-01-31;13993;396.44;32.71;429.15;5000
161;2004-01-04;18573;242.35;19.99;262.34;37
162;2004-01-09;10908;85.24;7.03;92.27;1819
163;2004-01-20;4117;343.88;28.37;372.25;1150
164;2004-01-18;17784;159.10;13.13;172.23;272
165;2004-01-09;17289;167.52;13.82;181.34;3791
166;2004-01-21;17710;37.64;3.11;40.75;3851
167;2004-01-12;8405;302.28;24.94;327.22;280
168;2004-01-02;2265;375.65;30.99;406.64;3799
169;2004-01-23;5612;50.18;4.14;54.32;1278
170;2004-01-08;9528;94.43;7.79;102.22;120
171;2004-01-10;5957;270.31;22.30;292.61;5559
172;2004-01-10;13183;285.64;23.57;309.21;1675
173;2004-01-29;4120;359.56;29.66;389.22;1633
174;2004-01-12;7059;66.71;5.50;72.21;1889
175;2004-01-27;5688;122.23;10.08;132.31;296
176;2004-01-08;14079;363.11;29.96;393.07;1316
177;2004-01-03;14895;215.29;17.76;233.05;367
178;2004-01-24;1044;391.27;32.28;423.55;4271
179;2004-01-09;1509;269.12;22.20;291.32;5371
180;2004-01-07;15435;293.03;24.17;317.20;2045
181;2004-01-31;2474;52.50;4.33;56.83;4405
182;2004-01-15;19018;316.19;26.09;342.28;315
183;2004-01-21;119;108.45;8.95;117.40;7944
184;2004-01-21;12324;311.85;25.73;337.58;691
185;2004-01-13;7233;11.51;0.95;12.46;3049
186;2004-01-28;16093;158.40;13.07;171.47;1128
187;2004-01-03;2282;325.17;26.83;352.00;5132
188;2004-01-28;5219;345.61;28.51;374.12;51
189;2004-01-25;8185;3.56;0.29;3.85;17
190;2004-01-12;1756;145.88;12.04;157.92;7194
191;2004-01-03;7051;290.91;24.00;314.91;7
192;2004-01-05;14063;375.30;30.96;406.26;54
193;2004-01-28;1108;290.63;23.98;314.61;136
194;2004-01-13;13013;112.19;9.26;121.45;835
195;2004-01-29;19836;211.24;17.43;228.67;892
196;2004-01-04;9560;184.45;15.22;199.67;2219
197;2004-01-22;11433;267.28;22.05;289.33;5217
198;2004-01-10;13901;369.56;30.49;400.05;929
199;2004-01-04;4424;27.53;2.27;29.80;91
200;2004-01-10;13076;3.75;0.31;4.06;5348
201;2004-01-28;1876;67.84;5.60;73.44;238
202;2004-01-24;2028;90.16;7.44;97.60;727
203;2004-01-14;7742;307.95;25.41;333.36;593
204;2004-01-19;16170;353.56;29.17;382.73;1643
205;2004-01-28;15058;187.40;15.46;202.86;7465
206;2004-01-05;9924;304.09;25.09;329.18;3491
207;2004-01-26;6453;90.75;7.49;98.24;4643
208;2004-01-07;6431;254.87;21.03;275.90;5261
209;2004-01-26;19260;296.50;24.46;320.96;1614
210;2004-01-23;7578;62.73;5.18;67.91;678
211;2004-01-03;15564;397.42;32.79;430.21;5350
212;2004-01-20;2822;395.04;32.59;427.63;1939
213;2004-01-17;12290;23.51;1.94;25.45;1643
214;2004-01-07;8069;331.61;27.36;358.97;720
215;2004-01-27;15785;195.20;16.10;211.30;791
216;2004-01-15;8160;255.13;21.05;276.18;2490
217;2004-01-16;4814;388.43;32.05;420.48;742
218;2004-01-17;11609;40.72;3.36;44.08;2630
219;2004-01-18;8205;399.86;32.99;432.85;1099
220;2004-01-08;11791;309.75;25.55;335.30;1037
221;2004-01-19;18631;10.13;0.84;10.97;534
222;2004-01-11;13199;265.36;21.89;287.25;825
223;2004-01-18;12340;322.00;26.57;348.56;995
224;2004-01-05;78;330.24;27.24;357.48;7434
225;2004-01-23;6196;326.66;26.95;353.61;3133
226;2004-01-08;10432;20.96;1.73;22.69;2524
227;2004-01-08;13953;375.97;31.02;406.99;5181
228;2004-01-21;16074;160.63;13.25;173.88;480
229;2004-01-27;15328;286.03;23.60;309.63;1722
230;2004-01-29;19989;24.34;2.01;26.35;2079
231;2004-01-18;1271;343.88;28.37;372.25;3529
232;2004-01-24;2634;200.48;16.54;217.02;864
233;2004-01-04;1686;379.29;31.29;410.58;2012
234;2004-01-25;5751;194.14;16.02;210.16;2172
235;2004-01-23;13707;179.03;14.77;193.80;3285
236;2004-01-20;11518;152.22;12.56;164.78;316
237;2004-01-18;13392;5.43;0.45;5.88;7754
238;2004-01-16;18916;236.26;19.49;255.75;4309
239;2004-01-27;15234;32.85;2.71;35.56;677
240;2004-01-31;7989;171.68;14.16;185.84;445
241;2004-01-24;3340;246.34;20.32;266.66;0
242;2004-01-17;14552;163.88;13.52;177.40;71
243;2004-01-26;6958;286.82;23.66;310.48;37
244;2004-01-07;5311;373.33;30.80;404.13;7943
245;2004-01-07;19485;394.24;32.52;426.76;4060
246;2004-01-10;2884;73.40;6.06;79.46;1725
247;2004-01-14;6463;177.29;14.63;191.92;3448
248;2004-01-06;2718;251.05;20.71;271.76;4674
249;2004-01-29;6782;378.59;31.23;409.82;4134
250;2004-01-15;6957;322.05;26.57;348.62;5044
251;2004-01-22;8116;395.41;32.62;428.03;268
252;2004-01-26;16809;351.46;29.00;380.46;413
253;2004-01-13;13398;111.55;9.20;120.75;313
254;2004-01-05;376;333.69;27.53;361.22;3849
255;2004-01-30;11048;15.90;1.31;17.21;2460
256;2004-01-30;9456;293.28;24.20;317.48;109
257;2004-01-11;14245;85.77;7.08;92.85;2165
258;2004-01-15;12926;72.85;6.01;78.86;964
259;2004-01-20;1829;7.69;0.63;8.32;525
260;2004-01-11;5965;206.34;17.02;223.36;127
261;2004-01-15;7581;228.64;18.86;247.50;33
262;2004-01-25;13285;338.66;27.94;366.60;2124
263;2004-01-23;2405;168.58;13.91;182.49;5726
264;2004-01-21;13048;329.95;27.22;357.17;1910
265;2004-01-09;7830;221.16;18.25;239.41;2754
266;2004-01-08;8342;95.38;7.87;103.25;5216
267;2004-01-27;16022;14.30;1.18;15.48;247
268;2004-01-02;19232;26.67;2.20;28.87;4199
269;2004-01-30;5117;268.88;22.18;291.06;748
270;2004-01-01;3521;31.86;2.63;34.49;796
271;2004-01-09;8757;35.22;2.91;38.13;2765
272;2004-01-17;15368;188.09;15.52;203.61;248
273;2004-01-07;9672;206.09;17.00;223.09;789
274;2004-01-11;13593;224.08;18.49;242.57;1276
275;2004-01-07;6361;260.83;21.52;282.35;3831
276;2004-01-24;9038;363.74;30.01;393.75;3399
277;2004-01-07;14566;240.93;19.88;260.81;2332
278;2004-01-14;4875;342.46;28.25;370.71;4494
279;2004-01-01;14331;9.04;0.75;9.79;5770
280;2004-01-08;11075;310.84;25.64;336.48;3958
281;2004-01-26;8761;79.56;6.56;86.12;445
282;2004-01-13;10014;231.56;19.10;250.66;377
283;2004-01-02;15101;87.26;7.20;94.46;1833
284;2004-01-09;19331;97.00;8.00;105.00;764
285;2004-01-16;13066;376.11;31.03;407.14;32
286;2004-01-08;4387;391.82;32.33;424.15;1118
287;2004-01-07;19784;6.49;0.54;7.03;788
288;2004-01-06;11617;397.86;32.82;430.68;216
289;2004-01-15;12178;166.28;13.72;180.00;4461
290;2004-01-09;8069;267.63;22.08;289.71;4260
291;2004-01-28;1072;54.24;4.47;58.71;696
292;2004-01-21;7361;31.38;2.59;33.97;1547
293;2004-01-05;19095;297.03;24.50;321.53;578
294;2004-01-13;7090;62.67;5.17;67.84;408
295;2004-01-01;3099;361.87;29.85;391.72;2595
296;2004-01-15;16553;7.12;0.59;7.71;172
297;2004-01-26;19862;195.64;16.14;211.78;1626
298;2004-01-28;15789;143.12;11.81;154.93;1400
299;2004-01-05;16181;262.60;21.66;284.26;1076
300;2004-01-17;12847;272.72;22.50;295.22;10
301;2004-01-05;14440;98.24;8.10;106.34;6334
302;2004-01-09;16940;132.42;10.92;143.34;799
303;2004-01-24;18535;0.91;0.08;0.99;3848
304;2004-01-01;11914;58.92;4.86;63.78;1820
305;2004-01-01;17738;397.26;32.77;430.03;3566
306;2004-01-28;18602;127.73;10.54;138.27;3471
307;2004-01-18;11769;48.24;3.98;52.22;587
308;2004-01-14;160;343.93;28.37;372.30;196
309;2004-01-07;18914;46.32;3.82;50.14;2232
310;2004-01-10;15413;151.17;12.47;163.64;2937
311;2004-01-30;5599;76.75;6.33;83.08;8336
312;2004-01-17;12027;162.21;13.38;175.59;1486
313;2004-01-19;7472;55.55;4.58;60.13;3418
314;2004-01-06;7687;378.25;31.21;409.46;3169
315;2004-01-05;14465;281.59;23.23;304.82;3837
316;2004-01-25;5659;142.55;11.76;154.31;2085
317;2004-01-15;13315;266.57;21.99;288.56;141
318;2004-01-08;14667;280.16;23.11;303.27;5659
319;2004-01-20;13437;141.94;11.71;153.65;1838
320;2004-01-24;4985;129.24;10.66;139.90;3521
321;2004-01-02;19809;237.86;19.62;257.48;5129
322;2004-01-31;18452;297.84;24.57;322.41;6195
323;2004-01-11;15575;271.71;22.42;294.13;476
324;2004-01-11;13195;187.84;15.50;203.34;2997
325;2004-01-15;13173;152.15;12.55;164.70;3241
326;2004-01-21;19981;144.71;11.94;156.65;6324
327;2004-01-29;3622;317.08;26.16;343.24;6672
328;2004-01-22;7671;296.85;24.49;321.34;4512
329;2004-01-03;13861;290.47;23.96;314.43;649
330;2004-01-11;19857;183.97;15.18;199.15;1608
331;2004-01-02;17795;101.14;8.34;109.48;6891
332;2004-01-11;5064;338.41;27.92;366.33;2598
333;2004-01-29;160;193.09;15.93;209.02;796
334;2004-01-28;16649;75.74;6.25;81.99;1356
335;2004-01-29;18217;29.94;2.47;32.41;4498
336;2004-01-30;5606;103.98;8.58;112.56;9507
337;2004-01-03;6967;116.32;9.60;125.92;4370
338;2004-01-03;16697;14.22;1.17;15.39;8289
339;2004-01-27;9626;242.02;19.97;261.99;199
340;2004-01-09;2904;59.53;4.91;64.44;2948
341;2004-01-08;19587;322.97;26.65;349.62;7580
342;2004-01-10;9688;112.82;9.31;122.13;2443
343;2004-01-07;5526;39.57;3.26;42.83;7399
344;2004-01-10;1349;361.26;29.80;391.06;4854
345;2004-01-11;16417;242.78;20.03;262.81;987
346;2004-01-10;136;206.56;17.04;223.60;1872
347;2004-01-20;4522;225.56;18.61;244.17;1120
348;2004-01-24;16536;339.09;27.97;367.06;1380
349;2004-01-21;5066;206.60;17.04;223.64;875
350;2004-01-22;2905;371.61;30.66;402.27;1899
351;2004-01-23;8064;6.29;0.52;6.81;4280
352;2004-01-10;444;93.93;7.75;101.68;2221
353;2004-01-10;1199;297.17;24.52;321.69;8127
354;2004-01-12;13022;286.50;23.64;310.14;155
355;2004-01-03;11155;63.96;5.28;69.24;2209
356;2004-01-23;2088;260.72;21.51;282.23;3415
357;2004-01-10;5109;266.16;21.96;288.12;116
358;2004-01-27;13337;217.76;17.97;235.73;3570
359;2004-01-03;10388;237.02;19.55;256.57;2777
360;2004-01-15;6030;254.71;21.01;275.72;8040
361;2004-01-20;3611;324.89;26.80;351.69;1547
362;2004-01-27;4654;67.54;5.57;73.11;5108
363;2004-01-26;19387;298.46;24.62;323.08;115
364;2004-01-24;12482;28.07;2.32;30.39;819
365;2004-01-27;6405;315.23;26.01;341.24;1740
366;2004-01-22;250;317.52;26.20;343.72;2014
367;2004-01-04;6817;147.22;12.15;159.37;4304
368;2004-01-15;17740;31.53;2.60;34.13;172
369;2004-01-20;5131;84.50;6.97;91.47;3594
370;2004-01-17;8987;291.60;24.06;315.66;5382
371;2004-01-02;11905;117.21;9.67;126.88;1416
372;2004-01-14;424;372.36;30.72;403.08;4532
373;2004-01-21;18458;276.55;22.82;299.37;1417
374;2004-01-02;11663;297.77;24.57;322.34;979
