1;2004-01-27;7888;313.24;25.84;339.08;256
2;2004-01-01;4858;54.90;4.53;59.43;4353
3;2004-01-17;15399;160.10;13.21;173.31;600
4;2004-01-28;17019;106.67;8.80;115.47;4895
5;2004-01-09;14771;256.00;21.12;277.12;4209
6;2004-01-11;13734;382.59;31.56;414.15;7401
7;2004-01-05;17622;256.44;21.16;277.60;868
8;2004-01-18;8331;67.85;5.60;73.45;9550
9;2004-01-06;14902;29.82;2.46;32.28;7795
10;2004-01-18;15112;20.78;1.71;22.49;4391
11;2004-01-31;1082;348.22;28.73;376.95;6422
12;2004-01-19;3608;65.26;5.38;70.64;8313
13;2004-01-17;15146;121.72;10.04;131.76;9170
14;2004-01-28;1540;259.89;21.44;281.33;4507
15;2004-01-03;12662;89.47;7.38;96.85;5937
16;2004-01-14;65;137.98;11.38;149.36;6946
17;2004-01-21;12753;138.85;11.46;150.31;6070
18;2004-01-23;4045;368.37;30.39;398.76;6996
19;2004-01-25;5768;131.86;10.88;142.74;1088
20;2004-01-06;8730;383.46;31.64;415.10;9014
21;2004-01-06;5479;345.84;28.53;374.37;7246
22;2004-01-26;14486;71.29;5.88;77.17;8763
23;2004-01-11;18638;363.40;29.98;393.38;2123
24;2004-01-12;5766;132.56;10.94;143.50;6106
25;2004-01-19;5310;263.50;21.74;285.24;2341
26;2004-01-31;6765;359.03;29.62;388.65;2844
27;2004-01-10;2294;346.22;28.56;374.78;7698
28;2004-01-02;1069;183.09;15.10;198.19;3473
29;2004-01-08;16597;28.04;2.31;30.35;2100
30;2004-01-15;4510;330.71;27.28;357.99;607
31;2004-01-08;15566;250.39;20.66;271.05;5049
32;2004-01-18;292;152.09;12.55;164.64;1707
33;2004-01-22;6240;258.36;21.31;279.67;4900
34;2004-01-20;12854;207.41;17.11;224.52;7141
35;2004-01-06;12380;280.13;23.11;303.24;3520
36;2004-01-28;3726;62.86;5.19;68.05;3752
37;2004-01-08;18532;220.58;18.20;238.78;9821
38;2004-01-15;3340;318.20;26.25;344.45;2750
39;2004-01-16;970;325.75;26.87;352.62;9806
40;2004-01-18;16259;233.08;19.23;252.31;7514
41;2004-01-23;9258;175.43;14.47;189.90;5376
42;2004-01-29;5152;304.65;25.13;329.78;4583
43;2004-01-21;11927;23.55;1.94;25.49;2026
44;2004-01-16;15905;255.61;21.09;276.70;199
45;2004-01-20;3525;50.67;4.18;54.85;638
46;2004-01-29;2018;245.70;20.27;265.97;4944
47;2004-01-14;5864;97.63;8.05;105.68;8773
48;2004-01-24;16067;279.49;23.06;302.55;6205
49;2004-01-28;18911;22.41;1.85;24.26;4611
50;2004-01-07;10453;160.40;13.23;173.63;8220
51;2004-01-07;15185;103.25;8.52;111.77;6903
52;2004-01-17;16427;383.59;31.65;415.24;417
53;2004-01-29;868;33.77;2.79;36.56;9187
54;2004-01-15;15146;311.01;25.66;336.67;2498
55;2004-01-24;18452;38.57;3.18;41.75;6676
56;2004-01-15;8688;261.62;21.58;283.20;4464
57;2004-01-04;17614;232.98;19.22;252.20;9839
58;2004-01-24;2442;15.31;1.26;16.57;2240
59;2004-01-03;15606;314.38;25.94;340.32;5675
60;2004-01-26;11554;368.63;30.41;399.04;9478
61;2004-01-26;7747;298.92;24.66;323.58;1923
62;2004-01-06;13335;125.20;10.33;135.53;687
63;2004-01-15;5407;79.89;6.59;86.48;2075
64;2004-01-05;5893;224.41;18.51;242.92;8237
65;2004-01-09;1536;352.01;29.04;381.05;2351
66;2004-01-21;2014;130.29;10.75;141.04;1521
67;2004-01-10;4489;98.43;8.12;106.55;3762
68;2004-01-09;16173;260.20;21.47;281.67;9069
69;2004-01-13;3870;335.20;27.65;362.85;4432
70;2004-01-15;12808;286.84;23.66;310.50;3559
71;2004-01-16;8529;137.41;11.34;148.75;6452
72;2004-01-28;19733;208.51;17.20;225.71;498
73;2004-01-12;2807;170.63;14.08;184.71;6715
74;2004-01-04;17382;63.73;5.26;68.99;751
75;2004-01-25;12456;29.46;2.43;31.89;9956
76;2004-01-15;7691;143.30;11.82;155.12;3003
77;2004-01-23;7011;348.82;28.78;377.60;949
78;2004-01-01;19921;145.50;12.00;157.50;1211
79;2004-01-09;10955;62.09;5.12;67.21;850
80;2004-01-12;12310;206.96;17.07;224.03;5599
81;2004-01-08;13507;289.60;23.89;313.49;7650
82;2004-01-07;7706;311.14;25.67;336.81;3901
83;2004-01-17;4940;89.86;7.41;97.27;9409
84;2004-01-20;5329;85.90;7.09;92.99;426
85;2004-01-31;13076;257.81;21.27;279.08;6376
86;2004-01-25;2777;282.12;23.27;305.39;350
87;2004-01-04;3345;310.36;25.60;335.96;1380
88;2004-01-25;17189;129.08;10.65;139.73;7877
89;2004-01-29;2284;0.02;0.00;0.02;415
90;2004-01-21;9578;285.28;23.54;308.82;494
91;2004-01-04;2023;234.00;19.30;253.31;9252
92;2004-01-24;19791;102.60;8.46;111.06;9939
93;2004-01-26;7879;277.00;22.85;299.85;7239
94;2004-01-02;18507;227.24;18.75;245.99;9621
95;2004-01-04;5134;355.34;29.32;384.66;368
96;2004-01-23;931;387.69;31.98;419.67;3383
97;2004-01-17;4986;258.74;21.35;280.09;6534
98;2004-01-13;9623;33.76;2.79;36.55;24
99;2004-01-17;7907;395.80;32.65;428.45;8066
100;2004-01-13;11368;22.17;1.83;24.00;3299
101;2004-01-02;10792;131.74;10.87;142.61;9772
102;2004-01-21;14140;373.28;30.80;404.08;311
103;2004-01-16;8779;104.76;8.64;113.40;266
104;2004-01-25;17236;245.22;20.23;265.45;108
105;2004-01-31;10381;245.31;20.24;265.55;3573
106;2004-01-19;7022;194.19;16.02;210.21;196
107;2004-01-02;16437;142.47;11.75;154.22;585
108;2004-01-22;10804;249.20;20.56;269.76;1401
109;2004-01-17;18937;317.51;26.19;343.70;4747
110;2004-01-23;10107;200.01;16.50;216.51;3550
111;2004-01-24;1041;71.59;5.91;77.50;4844
112;2004-01-12;12608;120.89;9.97;130.86;3338
113;2004-01-04;13955;303.91;25.07;328.98;421
114;2004-01-04;16702;185.09;15.27;200.36;6347
115;2004-01-24;5352;130.68;10.78;141.46;9123
116;2004-01-22;3929;59.96;4.95;64.91;1158
117;2004-01-06;17259;380.83;31.42;412.25;2017
118;2004-01-26;18326;231.99;19.14;251.13;8836
119;2004-01-06;16458;343.80;28.36;372.16;4093
120;2004-01-21;16542;40.58;3.35;43.93;2124
121;2004-01-19;3318;390.72;32.23;422.95;4905
122;2004-01-12;19640;18.00;1.49;19.48;4058
123;2004-01-07;6946;184.31;15.21;199.52;3250
124;2004-01-15;2652;372.27;30.71;402.98;1179
125;2004-01-27;19913;363.88;30.02;393.90;2676
126;2004-01-29;16933;132.88;10.96;143.84;230
127;2004-01-04;5824;229.24;18.91;248.15;9821
128;2004-01-05;12742;198.31;16.36;214.67;9853
129;2004-01-05;17278;159.63;13.17;172.80;6684
130;2004-01-06;5159;179.61;14.82;194.43;4974
131;2004-01-01;351;81.68;6.74;88.42;7571
132;2004-01-27;19182;285.01;23.51;308.52;9086
133;2004-01-04;9124;395.35;32.62;427.97;87
134;2004-01-14;6511;37.97;3.13;41.10;3524
135;2004-01-28;14524;339.95;28.05;368.00;2100
136;2004-01-06;952;374.12;30.86;404.98;6746
137;2004-01-25;10156;79.85;6.59;86.44;6036
138;2004-01-30;5066;63.21;5.21;68.42;7608
139;2004-01-21;2176;368.20;30.38;398.58;2797
140;2004-01-16;13554;34.43;2.84;37.27;9941
141;2004-01-28;1060;20.75;1.71;22.46;4596
142;2004-01-03;971;220.68;18.21;238.89;7870
143;2004-01-26;10315;201.99;16.66;218.65;6840
144;2004-01-23;13220;135.58;11.19;146.77;2884
145;2004-01-19;123;19.98;1.65;21.63;3507
146;2004-01-29;9986;269.66;22.25;291.91;202
147;2004-01-16;5657;120.11;9.91;130.02;6657
148;2004-01-17;16216;362.04;29.87;391.91;6680
149;2004-01-19;8933;24.83;2.05;26.88;8337
150;2004-01-24;17457;122.95;10.14;133.09;5608
151;2004-01-30;663;239.52;19.76;259.28;7653
152;2004-01-06;18206;275.81;22.75;298.56;5531
153;2004-01-18;11606;69.30;5.72;75.02;1266
154;2004-01-09;8154;226.65;18.70;245.35;4088
155;2004-01-26;13131;39.01;3.22;42.23;3497
156;2004-01-16;19505;126.78;10.46;137.24;1651
157;2004-01-05;4730;300.02;24.75;324.77;3614
158;2004-01-15;17109;192.95;15.92;208.87;9894
159;2004-01-24;8495;25.18;2.08;27.26;148
160;2004-01-31;13993;396.44;32.71;429.15;7987
161;2004-01-04;18573;242.35;19.99;262.34;3557
162;2004-01-09;10908;85.24;7.03;92.27;9336
163;2004-01-20;4117;343.88;28.37;372.25;8506
164;2004-01-18;17784;159.10;13.13;172.23;929
165;2004-01-09;17289;167.52;13.82;181.34;7059
166;2004-01-21;17710;37.64;3.11;40.75;2448
167;2004-01-12;8405;302.28;24.94;327.22;1879
168;2004-01-02;2265;375.65;30.99;406.64;690
169;2004-01-23;5612;50.18;4.14;54.32;9628
170;2004-01-08;9528;94.43;7.79;102.22;545
171;2004-01-10;5957;270.31;22.30;292.61;9860
172;2004-01-10;13183;285.64;23.57;309.21;4657
173;2004-01-29;4120;359.56;29.66;389.22;8340
174;2004-01-12;7059;66.71;5.50;72.21;7199
175;2004-01-27;5688;122.23;10.08;132.31;7672
176;2004-01-08;14079;363.11;29.96;393.07;6415
177;2004-01-03;14895;215.29;17.76;233.05;3485
178;2004-01-24;1044;391.27;32.28;423.55;7951
179;2004-01-09;1509;269.12;22.20;291.32;7054
180;2004-01-07;15435;293.03;24.17;317.20;645
181;2004-01-31;2474;52.50;4.33;56.83;446
182;2004-01-15;19018;316.19;26.09;342.28;6173
183;2004-01-21;119;108.45;8.95;117.40;4575
184;2004-01-21;12324;311.85;25.73;337.58;5685
185;2004-01-13;7233;11.51;0.95;12.46;8557
186;2004-01-28;16093;158.40;13.07;171.47;7005
187;2004-01-03;2282;325.17;26.83;352.00;1276
188;2004-01-28;5219;345.61;28.51;374.12;6366
189;2004-01-25;8185;3.56;0.29;3.85;7337
190;2004-01-12;1756;145.88;12.04;157.92;3289
191;2004-01-03;7051;290.91;24.00;314.91;1483
192;2004-01-05;14063;375.30;30.96;406.26;1725
193;2004-01-28;1108;290.63;23.98;314.61;7350
194;2004-01-13;13013;112.19;9.26;121.45;3145
195;2004-01-29;19836;211.24;17.43;228.67;5563
196;2004-01-04;9560;184.45;15.22;199.67;4240
197;2004-01-22;11433;267.28;22.05;289.33;3525
198;2004-01-10;13901;369.56;30.49;400.05;8912
199;2004-01-04;4424;27.53;2.27;29.80;7605
200;2004-01-10;13076;3.75;0.31;4.06;4375
201;2004-01-28;1876;67.84;5.60;73.44;7087
202;2004-01-24;2028;90.16;7.44;97.60;5251
203;2004-01-14;7742;307.95;25.41;333.36;545
204;2004-01-19;16170;353.56;29.17;382.73;5652
205;2004-01-28;15058;187.40;15.46;202.86;2271
206;2004-01-05;9924;304.09;25.09;329.18;85
207;2004-01-26;6453;90.75;7.49;98.24;5458
208;2004-01-07;6431;254.87;21.03;275.90;9697
209;2004-01-26;19260;296.50;24.46;320.96;3769
210;2004-01-23;7578;62.73;5.18;67.91;5565
211;2004-01-03;15564;397.42;32.79;430.21;9359
212;2004-01-20;2822;395.04;32.59;427.63;1152
213;2004-01-17;12290;23.51;1.94;25.45;699
