1         2447   1139.94   30 
2         4340   1440.62   17 
3         418    666.25    16 
4         2926   458.38    1  
5         2739   38377.63  2  
6         54     2226.41   1  
7         2201   14306.51  2  
8         1883   18803.86  11 
9         4940   1711.91   15 
10        4491   3624.41   7  
11        4001   1521.03   3  
12        4744   356.28    6  
13        2662   77.22     4  
14        1681   137.05    9  
15        346    211.00    6  
16        3464   20392.55  4  
17        134    305.36    3  
18        965    1798.04   34 
19        52     1988.42   10 
20        4651   11901.44  6  
21        3718   1365.41   17 
22        2803   10175.61  17 
23        3087   1036.33   2  
24        3505   604.96    27 
25        1998   741.83    6  
26        1565   1715.25   34 
27        3874   524.90    2  
28        3351   1171.94   30 
29        3503   1628.87   32 
30        2474   655.05    4  
31        891    929.30    28 
32        2518   3636.21   0  
33        4533   1150.16   3  
34        3337   895.34    8  
35        3559   1418.03   16 
36        3305   329.15    3  
37        3528   227318.80 1  
38        2896   1282.64   12 
39        1820   1634.16   31 
40        1973   60618.31  33 
41        3457   165997.67 12 
42        2669   211.19    6  
43        3385   365.26    5  
44        2635   172.17    29 
45        1094   970.20    14 
46        3566   657.42    15 
47        1812   8847.31   16 
48        979    1540.51   20 
49        2437   535.50    18 
50        4269   1762.75   2  
51        47     141.86    15 
52        4495   425.64    18 
53        540    6234.59   21 
54        420    2787.42   8  
55        2341   2089.37   33 
56        1502   20747.63  24 
57        33     2132.96   0  
58        3491   77.40     9  
59        2104   7888.70   28 
60        4065   1085.07   1  
61        3119   570.99    13 
62        1317   204.02    30 
63        4941   9269.19   23 
64        3904   1493.29   26 
65        3759   226.34    21 
66        2366   253.33    23 
67        4880   275.24    2  
68        1178   1166.58   15 
69        2299   375.21    4  
70        4447   13737.24  18 
71        3206   11945.55  12 
72        2759   2053.79   1  
73        3039   111.13    7  
74        4208   3157.08   27 
75        3398   1149.00   20 
76        4059   744.71    18 
77        4301   27.58     24 
78        3920   775.69    2  
79        4042   197.28    5  
80        2711   1351.95   20 
81        871    1566.22   8  
82        849    1565.71   12 
83        821    1491.05   5  
84        3541   10665.20  24 
85        3586   1307.38   27 
86        4006   1014.92   23 
87        3747   1148.24   26 
88        1182   7382.41   13 
89        2113   8177.55   14 
90        1844   1072.34   2  
91        3669   2953.78   31 
92        1434   13963.13  21 
93        1765   1874.37   11 
94        4390   1290.96   6  
95        1329   1309.82   0  
96        1602   1409.04   8  
97        840    783.87    5  
98        4022   1053.71   33 
99        1846   58.62     11 
100       4511   21272.30  25 
101       2687   12085.84  29 
102       2764   133.86    4  
103       3129   1322.98   19 
104       2865   267.79    7  
105       4979   65202.67  4  
106       3331   2223.72   32 
107       1951   100.48    34 
108       436    980.37    28 
109       441    1063.02   11 
110       3736   2552.86   24 
111       3163   3233.10   17 
112       686    530.67    8  
113       4932   1084.57   6  
114       3996   446.01    22 
115       871    234.23    23 
116       366    1620.55   9  
117       1044   612.73    8  
118       419    3830.75   20 
119       4391   56.37     33 
120       4095   672.25    5  
121       1695   104664.32 12 
122       2083   450.27    18 
123       4441   9883.60   0  
124       2504   98.91     23 
125       966    425.16    18 
126       2158   1272.75   7  
127       313    4371.35   23 
128       1699   1466.28   24 
129       4072   312.82    26 
130       3010   56955.46  25 
131       2820   2374.15   10 
132       3353   5467.98   12 
133       1322   59442.55  22 
134       1178   96.07     22 
135       4642   190.22    17 
136       1017   1450.74   3  
137       981    11853.38  13 
138       431    8566.50   15 
139       2529   382.16    14 
140       4606   9633.11   2  
141       111    627.17    29 
142       2848   488.58    15 
143       1822   22603.80  23 
144       3846   996.74    11 
145       4935   1585.35   14 
146       1483   347.18    16 
147       4143   541.63    34 
148       4815   215.06    8  
149       1086   1628.65   23 
150       29     1258.57   30 
151       1476   1182.21   9  
152       2669   1982.02   21 
153       3464   433.16    22 
154       1932   48459.82  8  
155       892    4248.95   7  
156       4683   1118.84   28 
157       3627   1018.32   22 
158       2951   1634.38   20 
159       4528   137341.52 22 
160       4927   1770.27   7  
161       4225   1517.59   33 
162       4021   354.11    9  
163       671    466.29    31 
164       2026   11044.61  26 
165       4914   2368.40   11 
166       744    874.84    14 
167       2164   4265.75   7  
168       4217   1573.03   26 
169       4076   1380.88   3  
170       1518   552.84    8  
171       4206   1272.20   18 
172       764    155.70    17 
173       2349   1551.40   13 
174       4014   573.26    32 
175       1185   1732.96   13 
176       1413   912.50    6  
177       208    13101.57  27 
178       1523   2650.39   32 
179       4254   3522.58   2  
180       3150   908.09    11 
181       1489   1220.44   29 
182       4067   15.92     11 
183       1312   264.05    34 
184       2724   1121.00   9  
185       3413   67753.70  18 
186       4958   9534.66   17 
187       1527   1846.04   15 
188       2384   4640.05   3  
189       4552   1596.49   22 
190       263    659.99    21 
191       2437   7899.69   8  
192       1114   13455.44  33 
193       837    435.85    18 
194       633    80.84     24 
195       1899   7368.78   10 
196       810    1672.68   6  
197       2977   593.20    19 
198       2144   12877.12  23 
199       2655   2116.11   18 
200       2609   473.73    14 
201       2250   550.50    23 
202       4912   11459.35  3  
203       3479   1066.07   14 
204       4945   287.18    10 
205       1307   870.49    34 
206       1933   601.25    26 
207       570    247.89    18 
208       4180   198.09    9  
209       184    10940.01  9  
210       4732   16303.61  17 
211       2662   661.59    29 
212       3964   10.62     16 
213       643    1729.15   2  
214       3006   476.99    25 
215       3571   653.43    29 
216       1773   481.76    32 
217       2633   7819.62   31 
218       654    1093.60   20 
219       1132   1679.89   16 
220       770    2577.46   16 
221       674    521.04    29 
222       734    2404.72   2  
223       3546   879.28    8  
224       1130   1327.08   15 
225       3036   2679.44   16 
226       626    458.52    22 
227       54     732.68    29 
228       1553   1931.58   28 
229       4537   1226.23   0  
230       402    392.89    14 
231       2205   725.31    1  
232       1467   120.75    26 
233       4867   1607.06   31 
234       2900   1127.58   17 
235       3234   2037.68   5  
236       4677   240.47    11 
237       2385   808.73    31 
238       2991   517.30    25 
239       1046   273.50    4  
240       1965   23256.62  20 
241       270    1915.06   31 
242       946    2259.22   9  
243       3824   511.16    9  
244       340    51093.03  34 
245       3570   55.48     18 
246       1307   12.14     21 
247       2960   1249.19   2  
248       4961   308.20    5  
249       1123   757.57    14 
250       1955   8736.62   25 
251       2286   135.07    34 
252       402    1292.87   18 
253       3502   1853.66   3  
254       2533   1607.06   28 
255       2038   117014.95 25 
256       1059   6867.10   32 
257       2695   440.06    25 
258       732    16305.03  19 
259       2936   1029.60   34 
260       452    11166.45  15 
261       179    135.61    12 
262       3464   1432.97   30 
263       507    1499.49   0  
264       1695   10372.68  5  
265       1155   1044.30   22 
266       4461   2325.38   6  
267       170    1604.42   23 
268       1351   1531.31   13 
269       1872   43.35     28 
270       2854   110500.51 4  
271       4072   1722.18   32 
272       1179   298.79    17 
273       1589   16768.32  14 
274       627    2736.34   23 
275       2914   1882.82   16 
276       2770   651.57    11 
277       1817   325.70    0  
278       3068   2881.12   11 
279       543    1224.10   1  
280       786    12178.72  32 
281       4083   12311.36  11 
282       4771   89.67     19 
283       170    174.24    21 
284       163    1310.86   31 
285       4594   361.01    23 
286       824    39.52     16 
287       2771   630.25    3  
288       1545   849.10    21 
289       4957   10582.47  16 
290       2970   1898.05   31 
291       742    815.43    5  
292       2622   865.06    25 
293       373    12830.87  19 
294       856    3082.05   11 
295       12     2041.12   8  
296       2731   1248.55   17 
297       3189   1678.50   11 
298       1561   15116.31  13 
299       815    15184.36  33 
300       789    558.55    10 
301       340    6164.25   6  
302       348    110.15    8  
303       1131   10485.10  24 
304       3849   216.12    20 
305       4208   208.71    7  
306       3632   85129.44  8  
307       3377   1144.59   7  
308       3925   104521.32 5  
309       407    114251.09 9  
310       38     7366.85   23 
311       988    145.61    7  
312       1084   2382.81   21 
313       2364   13089.84  17 
314       3025   7312.30   5  
315       295    568.77    14 
316       4583   1580.69   33 
317       3532   25788.74  18 
318       417    5699.20   10 
319       3965   1523.92   19 
320       3179   105.96    17 
321       1091   825.44    19 
322       4426   1311.67   15 
323       3075   881.34    11 
324       3424   354.17    24 
325       3285   312.39    5  
326       997    506.55    33 
327       2555   2372.51   12 
328       2305   2113.45   25 
329       3868   1040.39   0  
330       3015   23581.87  29 
331       2538   1088.99   9  
332       2049   534.50    7  
333       590    213.66    30 
334       4550   27336.27  20 
335       2068   430.83    3  
336       4037   158.73    29 
337       4946   1925.83   3  
338       1921   5849.85   24 
339       1663   17450.45  18 
340       4945   1212.64   4  
341       570    240.06    29 
342       1137   1284.07   19 
343       2346   1472.74   22 
344       3290   664.06    0  
345       1311   1260.65   2  
346       1555   964.83    20 
347       2720   322.67    30 
348       4337   1171.52   11 
349       864    585.66    29 
350       1689   252.94    18 
351       2471   983.11    34 
352       2890   522.35    28 
353       935    31074.81  12 
354       2004   952.81    0  
355       2628   1414.74   25 
356       715    69756.91  19 
357       2357   203.60    10 
358       1765   16953.94  26 
359       4100   2780.42   30 
360       1347   520.03    25 
361       2395   17569.90  6  
362       2649   14896.42  9  
363       445    1071.24   8  
364       4429   509.50    26 
365       3226   1136.38   11 
366       881    1673.18   27 
367       966    2279.51   6  
368       1812   4343.76   9  
369       2410   7889.97   9  
370       1079   908.43    19 
371       838    1482.29   32 
372       3215   457.36    32 
373       134    6101.95   33 
374       1022   280.36    3  
375       4480   6112.49   19 
376       191    19119.23  16 
377       3233   411.53    5  
378       3560   1078.82   10 
379       1559   1370.36   4  
380       1172   1406.49   32 
381       1329   1826.54   4  
382       1523   4141.52   22 
383       1771   7396.81   30 
384       560    885.68    0  
385       4397   2357.72   16 
386       4075   1555.21   27 
387       608    874.89    23 
388       3837   1680.28   19 
389       4418   252.22    10 
390       2961   130.67    24 
391       3994   1712.90   4  
392       2520   1849.75   19 
393       1000   192.81    16 
394       3741   8577.56   9  
395       3323   1806.23   27 
396       1716   1541.75   21 
397       2928   11934.14  5  
398       3802   595.04    7  
399       296    1575.37   22 
400       1302   425.80    30 
401       1179   12395.62  29 
402       663    263595.21 4  
403       1437   59383.85  0  
404       408    651.58    7  
405       1912   991.43    20 
406       2979   1978.01   28 
407       4788   492.48    27 
408       4773   30.55     8  
409       4096   161.48    34 
410       2903   2386.36   14 
411       4628   336.67    13 
412       1106   3167.08   17 
413       307    1794.81   15 
414       1251   2859.52   8  
415       2555   35.80     18 
416       62     3637.02   21 
417       1383   6334.89   24 
418       2372   2663.23   25 
419       3016   623.80    25 
420       4361   656.23    31 
421       3541   333.48    18 
422       3883   17815.78  31 
423       4661   732.68    7  
424       926    1697.05   13 
425       1792   1261.70   32 
426       79     324.16    10 
427       3197   82.29     4  
428       1920   68.15     21 
429       4797   1047.29   30 
430       1958   268.12    3  
431       802    511.58    6  
432       23     126.68    23 
433       2513   15539.29  34 
434       776    53997.56  19 
435       4147   23.12     29 
436       290    13865.84  12 
437       3863   12282.87  14 
438       2809   4578.30   11 
439       2570   539.03    23 
440       1869   7121.69   3  
441       3689   776.24    18 
442       13     515.44    21 
443       4002   846.41    15 
444       4904   231.89    24 
445       2288   882.03    33 
446       2806   14214.87  7  
447       3747   287.18    25 
448       335    217.13    33 
449       272    8499.61   8  
450       2268   668.41    1  
451       4090   475.84    27 
452       4704   15704.93  3  
453       4014   3491.33   22 
454       575    17538.10  33 
455       2511   175.68    24 
456       3316   5797.80   3  
457       837    365.44    27 
458       2437   23281.93  22 
459       2332   1538.20   7  
460       886    15864.92  11 
461       4521   1345.50   31 
462       2580   552.81    13 
463       2728   976.14    12 
464       1583   493.32    6  
465       311    5413.67   22 
466       1419   22247.69  10 
467       3548   497.70    19 
468       3855   887.35    32 
469       2620   1878.88   11 
470       2969   15885.68  4  
471       9      3696.47   9  
472       883    403.23    29 
473       1545   7389.94   8  
474       3709   145.89    28 
475       3481   60.62     26 
476       2546   570.90    13 
477       4523   40.76     32 
478       96     774.09    27 
479       4504   92.46     16 
480       1191   920.16    3  
481       1154   70.03     8  
482       471    1084.48   1  
483       1765   1286.09   22 
484       1116   928.56    26 
485       2814   335.19    10 
486       4640   11794.83  18 
487       3169   1165.29   9  
488       71     1051.76   4  
489       2130   1336.03   30 
490       2988   1336.18   31 
491       3247   431.22    16 
492       1598   689.41    17 
493       3042   1541.09   24 
494       238    50890.47  10 
495       1993   325.01    17 
496       426    121.84    26 
497       319    1278.95   1  
498       913    1349.54   34 
499       2871   10841.23  12 
500       3711   63.77     21 
501       2094   8977.87   27 
502       1973   406.14    2  
503       123    17429.64  11 
504       3908   5592.78   34 
505       3195   1427.88   31 
506       4327   222.81    8  
507       3549   269.52    17 
508       4887   6357.44   30 
509       898    1786.36   0  
510       3710   1083.43   9  
511       290    1687.67   31 
512       2260   373.21    7  
513       4246   1208.47   33 
514       1776   1064.32   0  
515       525    14568.84  29 
516       3052   1050.44   11 
517       1218   801.67    16 
518       3626   92495.54  6  
519       3538   4436.96   32 
520       3138   244.85    18 
521       1747   372.42    33 
522       47     1586.01   20 
523       1868   30454.81  4  
524       2324   849.62    9  
525       4953   1166.10   15 
526       2395   123.30    21 
527       1681   19126.15  7  
528       1756   501.25    7  
529       2850   1011.18   32 
530       1616   323.67    30 
531       2158   105102.38 5  
532       1407   1155.68   22 
533       2011   1073.78   23 
534       2573   2303.41   17 
535       3350   665.26    5  
536       2599   4401.47   19 
537       1523   712.69    17 
538       4121   145506.72 22 
539       1720   1866.81   17 
540       916    537.28    2  
541       2790   16701.21  2  
542       4352   5230.39   15 
543       4729   1094.34   29 
544       2309   147381.68 8  
545       11     4170.45   28 
546       4793   16404.32  34 
547       2492   90407.39  14 
548       667    358.88    20 
549       1555   1278.23   26 
550       2445   1223.98   16 
551       2475   10226.98  27 
552       3443   1626.43   29 
553       2151   925.37    24 
554       3968   293.73    18 
555       1277   2574.63   0  
556       3998   1574.84   6  
557       1035   312.88    4  
558       527    1638.66   15 
559       4702   1363.95   9  
560       4036   1266.16   14 
561       4312   477.59    28 
562       3731   1092.11   12 
563       799    846.72    4  
564       4658   608.75    18 
565       2735   1255.46   6  
566       4288   994.21    2  
567       4533   2524.80   16 
568       4694   1398.24   20 
569       1894   671.62    13 
570       1504   10.02     24 
571       2473   839.79    2  
572       2464   488.93    12 
573       3526   224.30    19 
574       1925   816.84    34 
575       68     406.77    13 
576       1136   3782.24   13 
577       1880   96.26     23 
578       3594   158.86    29 
579       3672   2155.12   3  
580       223    10766.92  24 
581       2551   1252.76   13 
582       4173   480.46    22 
583       2700   787.30    2  
584       3929   188.98    11 
585       3548   788.76    1  
586       4561   82625.18  26 
587       2344   332.56    17 
588       4344   1353.52   19 
589       1075   11464.94  8  
590       3941   836.84    28 
591       22     17.78     24 
592       3510   1391.08   26 
593       3455   2565.50   27 
594       3005   18422.51  3  
595       2553   285.88    23 
596       3875   2810.65   8  
597       2435   10238.63  12 
598       3494   1110.96   20 
599       4813   1010.02   8  
600       107    23373.38  4  
601       2522   2083.06   20 
602       1492   359.54    9  
603       4753   1145.53   5  
604       4804   1492.78   25 
605       3042   4538.01   27 
606       1741   249272.70 19 
607       3030   1494.28   17 
608       2434   963.18    24 
609       365    1441.24   11 
610       3260   558.01    23 
611       3695   623.11    7  
612       199    1261.02   31 
613       2419   693.52    16 
614       1368   420.73    16 
615       283    652.63    7  
616       3846   517.30    4  
617       1991   22735.44  30 
618       3733   564.45    16 
619       3469   1435.64   10 
620       579    928.90    15 
621       2433   12660.23  0  
622       1409   2256.84   9  
